,id,age,household_makeup,children_ages_2_or_younger,children_ages_3_5,children_ages_6_9,children_ages_10_14,children_ages_15_17,annual_household_income,location_density,population_perc,group_population_est
748,100748,35-44,With children,y,n,n,n,n,"$70,000 - $99,000",suburb,3.309373307595614e-05,10983.603006609454
749,100749,35-44,With children,y,n,n,n,n,"$70,000 - $99,000",rural,1.95731959380551e-05,6496.221301499896
750,100750,35-44,With children,y,n,n,n,n,"$100,000 - $199,000",urban,9.385223067906452e-05,31148.968316678616
751,100751,35-44,With children,y,n,n,n,n,"$100,000 - $199,000",suburb,4.0539795321835895e-05,13454.904490897596
752,100752,35-44,With children,y,n,n,n,n,"$100,000 - $199,000",rural,1.9208742215846024e-05,6375.261390756736
753,100753,35-44,With children,y,n,n,n,n,"$200,000+",urban,4.4627471909979774e-05,14811.57878208549
754,100754,35-44,With children,y,n,n,n,n,"$200,000+",suburb,1.356354438150389e-05,4501.655540251035
755,100755,35-44,With children,y,n,n,n,n,"$200,000+",rural,3.7584467642621034e-06,1247.4049719740817
756,100756,35-44,With children,n,y,y,y,y,"$70,000 - $99,000",urban,1.2417016937487592e-08,4.121130253111188
757,100757,35-44,With children,n,y,y,y,y,"$70,000 - $99,000",suburb,5.359498341077577e-09,1.7787839757415242
758,100758,35-44,With children,n,y,y,y,y,"$70,000 - $99,000",rural,3.1698603152089954e-09,1.052056811141594
759,100759,35-44,With children,n,y,y,y,y,"$100,000 - $199,000",urban,1.5199278772098568e-08,5.044545552970796
760,100760,35-44,With children,n,y,y,y,y,"$100,000 - $199,000",suburb,6.565380982445317e-09,2.1790088816155553
761,100761,35-44,With children,n,y,y,y,y,"$100,000 - $199,000",rural,3.1108373843387926e-09,1.0324674695742062
762,100762,35-44,With children,n,y,y,y,y,"$200,000+",urban,7.227376286593573e-09,2.398720982281734
763,100763,35-44,With children,n,y,y,y,y,"$200,000+",suburb,2.1966030077343254e-09,0.7290387985152093
764,100764,35-44,With children,n,y,y,y,y,"$200,000+",rural,6.08676849839164e-10,0.20201603918792277
765,100765,35-44,With children,n,y,y,y,n,"$70,000 - $99,000",urban,3.1745621639208496e-07,105.36173253189946
766,100766,35-44,With children,n,y,y,y,n,"$70,000 - $99,000",suburb,1.370221264643293e-07,45.47678670010986
767,100767,35-44,With children,n,y,y,y,n,"$70,000 - $99,000",rural,8.104135375056341e-08,26.897118396144286
768,100768,35-44,With children,n,y,y,y,n,"$100,000 - $199,000",urban,3.885881411912802e-07,128.96997344256275
769,100769,35-44,With children,n,y,y,y,n,"$100,000 - $199,000",suburb,1.6785199024471592e-07,55.709025648022234
770,100770,35-44,With children,n,y,y,y,n,"$100,000 - $199,000",rural,7.953236037407395e-08,26.396292933241003
771,100771,35-44,With children,n,y,y,y,n,"$200,000+",urban,1.8477670940892725e-07,61.3262340745056
772,100772,35-44,With children,n,y,y,y,n,"$200,000+",suburb,5.615884098905857e-08,18.638768050718152
773,100773,35-44,With children,n,y,y,y,n,"$200,000+",rural,1.5561567704077825e-08,5.164786983377441
774,100774,35-44,With children,n,y,y,n,y,"$70,000 - $99,000",urban,1.8885648392471e-07,62.6802857173043
775,100775,35-44,With children,n,y,y,n,y,"$70,000 - $99,000",suburb,8.151523166892184e-08,27.05439551314107
776,100776,35-44,With children,n,y,y,n,y,"$70,000 - $99,000",rural,4.821195595340566e-08,16.001246615150848
777,100777,35-44,With children,n,y,y,n,y,"$100,000 - $199,000",urban,2.311732650073054e-07,76.72496066715205
778,100778,35-44,With children,n,y,y,n,y,"$100,000 - $199,000",suburb,9.985609057417135e-08,33.14161186172093
779,100779,35-44,With children,n,y,y,n,y,"$100,000 - $199,000",rural,4.73142473289272e-08,15.703302737853894
780,100780,35-44,With children,n,y,y,n,y,"$200,000+",urban,1.0992470094536773e-07,36.483320664763134
781,100781,35-44,With children,n,y,y,n,y,"$200,000+",suburb,3.3409209531374356e-08,11.08830766885753
782,100782,35-44,With children,n,y,y,n,y,"$200,000+",rural,9.2576639208686e-09,3.0725607486484634
783,100783,35-44,With children,n,y,y,n,n,"$70,000 - $99,000",urban,4.828346867019885e-06,1602.4981238542466
784,100784,35-44,With children,n,y,y,n,n,"$70,000 - $99,000",suburb,2.0840365406778723e-06,691.6786922024239
785,100785,35-44,With children,n,y,y,n,n,"$70,000 - $99,000",rural,1.2325975875592873e-06,409.09142941301724
786,100786,35-44,With children,n,y,y,n,n,"$100,000 - $199,000",urban,5.910227102828842e-06,1961.5674069583645
787,100787,35-44,With children,n,y,y,n,n,"$100,000 - $199,000",suburb,2.5529430181961086e-06,847.3058190807096
788,100788,35-44,With children,n,y,y,n,n,"$100,000 - $199,000",rural,1.209646569228218e-06,401.47412998755505
789,100789,35-44,With children,n,y,y,n,n,"$200,000+",urban,2.8103593500621133e-06,932.7406894878808
790,100790,35-44,With children,n,y,y,n,n,"$200,000+",suburb,8.541472806129917e-07,283.4861397442117
791,100791,35-44,With children,n,y,y,n,n,"$200,000+",rural,2.3668349457394761e-07,78.55377139383465
792,100792,35-44,With children,n,y,n,y,y,"$70,000 - $99,000",urban,2.7604872110027944e-07,91.61884384843226
793,100793,35-44,With children,n,y,n,y,y,"$70,000 - $99,000",suburb,1.1914960495277273e-07,39.54500860304629
794,100794,35-44,With children,n,y,n,y,y,"$70,000 - $99,000",rural,7.04707008523275e-08,23.38878481865367
795,100795,35-44,With children,n,y,n,y,y,"$100,000 - $199,000",urban,3.37902532291575e-07,112.14773688723426
796,100796,35-44,With children,n,y,n,y,y,"$100,000 - $199,000",suburb,1.459581663506076e-07,48.44260244343614
797,100797,35-44,With children,n,y,n,y,y,"$100,000 - $199,000",rural,6.9158533472325e-08,22.9532846728378
798,100798,35-44,With children,n,y,n,y,y,"$200,000+",urban,1.6067530477479757e-07,53.32712863072395
799,100799,35-44,With children,n,y,n,y,y,"$200,000+",suburb,4.883374598768793e-08,16.20761483823247
800,100800,35-44,With children,n,y,n,y,y,"$200,000+",rural,1.3531790027133959e-08,4.491116468659141
801,100801,35-44,With children,n,y,n,y,n,"$70,000 - $99,000",urban,7.057522992966135e-06,2342.3477365591393
802,100802,35-44,With children,n,y,n,y,n,"$70,000 - $99,000",suburb,3.046205297403111e-06,1011.0164841939572
803,100803,35-44,With children,n,y,n,y,n,"$70,000 - $99,000",rural,1.8016696096739716e-06,597.9628740073827
804,100804,35-44,With children,n,y,n,y,n,"$100,000 - $199,000",urban,8.638891285292242e-06,2867.1939813235053
805,100805,35-44,With children,n,y,n,y,n,"$100,000 - $199,000",suburb,3.731598939943599e-06,1238.4943470159112
806,100806,35-44,With children,n,y,n,y,n,"$100,000 - $199,000",rural,1.7681224466294318e-06,586.8287804304048
807,100807,35-44,With children,n,y,n,y,n,"$200,000+",urban,4.10786057377908e-06,1363.3732297693875
808,100808,35-44,With children,n,y,n,y,n,"$200,000+",suburb,1.2484944098530235e-06,414.3674852976849
809,100809,35-44,With children,n,y,n,y,n,"$200,000+",rural,3.459567531116922e-07,114.82088239827992
810,100810,35-44,With children,n,y,n,n,y,"$70,000 - $99,000",urban,4.198560018189053e-06,1393.4758080440329
811,100811,35-44,With children,n,y,n,n,y,"$70,000 - $99,000",suburb,1.8122046193287925e-06,601.4593778153323
812,100812,35-44,With children,n,y,n,n,y,"$70,000 - $99,000",rural,1.0718233573879214e-06,355.73146806195064
813,100813,35-44,With children,n,y,n,n,y,"$100,000 - $199,000",urban,5.139324886090936e-06,1705.709783216419
814,100814,35-44,With children,n,y,n,n,y,"$100,000 - $199,000",suburb,2.2199491420401564e-06,736.7872344612445
815,100815,35-44,With children,n,y,n,n,y,"$100,000 - $199,000",rural,1.0518659619075451e-06,349.1077333355225
816,100816,35-44,With children,n,y,n,n,y,"$200,000+",urban,2.4437892986750837e-06,811.0783823281971
817,100817,35-44,With children,n,y,n,n,y,"$200,000+",suburb,7.427363279391011e-07,246.5095414272564
818,100818,35-44,With children,n,y,n,n,y,"$200,000+",rural,2.0581161309497726e-07,68.30758703458305
819,100819,35-44,With children,n,y,n,n,n,"$70,000 - $99,000",urban,0.00010734131912516061,35625.91239768968
820,100820,35-44,With children,n,y,n,n,n,"$70,000 - $99,000",suburb,4.63312263063386e-05,15377.044209253234
821,100821,35-44,With children,n,y,n,n,n,"$70,000 - $99,000",rural,2.7402474313277144e-05,9094.709822099854
822,100822,35-44,With children,n,y,n,n,n,"$100,000 - $199,000",urban,0.00013139312295069034,43608.55564335007
823,100823,35-44,With children,n,y,n,n,n,"$100,000 - $199,000",suburb,5.675571345057025e-05,18836.86628725663
824,100824,35-44,With children,n,y,n,n,n,"$100,000 - $199,000",rural,2.6892239102184435e-05,8925.36594705943
825,100825,35-44,With children,n,y,n,n,n,"$200,000+",urban,6.247846067397169e-05,20736.21029491969
826,100826,35-44,With children,n,y,n,n,n,"$200,000+",suburb,1.8988962134105444e-05,6302.317756351448
827,100827,35-44,With children,n,y,n,n,n,"$200,000+",rural,5.261825469966945e-06,1746.3669607637144
828,100828,35-44,With children,n,n,y,y,y,"$70,000 - $99,000",urban,3.1548425268603367e-07,104.70725011249402
829,100829,35-44,With children,n,n,y,y,y,"$70,000 - $99,000",suburb,1.3617097708888312e-07,45.194295546338616
830,100830,35-44,With children,n,n,y,y,y,"$70,000 - $99,000",rural,8.053794383123142e-08,26.730039792747046
831,100831,35-44,With children,n,n,y,y,y,"$100,000 - $199,000",urban,3.861743226189429e-07,128.16884215683916
832,100832,35-44,With children,n,n,y,y,y,"$100,000 - $199,000",suburb,1.6680933297212294e-07,55.36297422106986
833,100833,35-44,With children,n,n,y,y,y,"$100,000 - $199,000",rural,7.903832396837144e-08,26.23232534038606
834,100834,35-44,With children,n,n,y,y,y,"$200,000+",urban,1.836289197426258e-07,60.94528986368451
835,100835,35-44,With children,n,n,y,y,y,"$200,000+",suburb,5.580999541450049e-08,18.522988386551397
836,100836,35-44,With children,n,n,y,y,y,"$200,000+",rural,1.5464902888153096e-08,5.132704535610447
837,100837,35-44,With children,n,n,y,y,n,"$70,000 - $99,000",urban,8.06574056338987e-06,2676.968841781874
838,100838,35-44,With children,n,n,y,y,n,"$70,000 - $99,000",suburb,3.4813774827464127e-06,1155.4474105073798
839,100839,35-44,With children,n,n,y,y,n,"$70,000 - $99,000",rural,2.059050982484539e-06,683.3861417227231
840,100840,35-44,With children,n,n,y,y,n,"$100,000 - $199,000",urban,9.873018611762561e-06,3276.7931215125773
841,100841,35-44,With children,n,n,y,y,n,"$100,000 - $199,000",suburb,4.264684502792685e-06,1415.422110875327
842,100842,35-44,With children,n,n,y,y,n,"$100,000 - $199,000",rural,2.020711367576494e-06,670.6614633490341
843,100843,35-44,With children,n,n,y,y,n,"$200,000+",urban,4.694697798604663e-06,1558.1408340221574
844,100844,35-44,With children,n,n,y,y,n,"$200,000+",suburb,1.4268507541177413e-06,473.5628403402113
845,100845,35-44,With children,n,n,y,y,n,"$200,000+",rural,3.953791464133625e-07,131.2238655980342
846,100846,35-44,With children,n,n,y,n,y,"$70,000 - $99,000",urban,4.798354306501774e-06,1592.5437806217517
847,100847,35-44,With children,n,n,y,n,y,"$70,000 - $99,000",suburb,2.07109099351862e-06,687.3821460746655
848,100848,35-44,With children,n,n,y,n,y,"$70,000 - $99,000",rural,1.2249409798719101e-06,406.5502492136579
849,100849,35-44,With children,n,n,y,n,y,"$100,000 - $199,000",urban,5.873514155532498e-06,1949.3826093901932
850,100850,35-44,With children,n,n,y,n,y,"$100,000 - $199,000",suburb,2.5370847337601784e-06,842.0425536699936
851,100851,35-44,With children,n,n,y,n,y,"$100,000 - $199,000",rural,1.2021325278943372e-06,398.98026666916854
852,100852,35-44,With children,n,n,y,n,y,"$200,000+",urban,2.792902055628667e-06,926.9467226607966
853,100853,35-44,With children,n,n,y,n,y,"$200,000+",suburb,8.488415176446869e-07,281.72519020257874
854,100854,35-44,With children,n,n,y,n,y,"$200,000+",rural,2.3521327210854543e-07,78.0658137538092
855,100855,35-44,With children,n,n,y,n,n,"$70,000 - $99,000",urban,0.00012267579328589784,40715.32845450249
856,100856,35-44,With children,n,n,y,n,n,"$70,000 - $99,000",suburb,5.294997292152982e-05,17573.764810575125
857,100857,35-44,With children,n,n,y,n,n,"$70,000 - $99,000",rural,3.1317113500888164e-05,10393.954082399834
858,100858,35-44,With children,n,n,y,n,n,"$100,000 - $199,000",urban,0.00015016356908650324,49838.34930668579
859,100859,35-44,With children,n,n,y,n,n,"$100,000 - $199,000",suburb,6.486367251493743e-05,21527.847185436152
860,100860,35-44,With children,n,n,y,n,n,"$100,000 - $199,000",rural,3.073398754535364e-05,10200.418225210777
861,100861,35-44,With children,n,n,y,n,n,"$200,000+",urban,7.140395505596764e-05,23698.526051336787
862,100862,35-44,With children,n,n,y,n,n,"$200,000+",suburb,2.1701671010406223e-05,7202.648864401655
863,100863,35-44,With children,n,n,y,n,n,"$200,000+",rural,6.013514822819365e-06,1995.8479551585306
864,100864,35-44,With children,n,n,n,y,y,"$70,000 - $99,000",urban,7.0136833121593725e-06,2327.797620716578
865,100865,35-44,With children,n,n,n,y,y,"$70,000 - $99,000",suburb,3.027282983151621e-06,1004.7362864529634
866,100866,35-44,With children,n,n,n,y,y,"$70,000 - $99,000",rural,1.7904780597936423e-06,594.2484686052459
867,100867,35-44,With children,n,n,n,y,y,"$100,000 - $199,000",urban,8.585228514820364e-06,2849.3836434645186
868,100868,35-44,With children,n,n,n,y,y,"$100,000 - $199,000",suburb,3.708419120821646e-06,1230.8011100391036
869,100869,35-44,With children,n,n,n,y,y,"$100,000 - $199,000",rural,1.7571392838732128e-06,583.1835374112987
870,100870,35-44,With children,n,n,n,y,y,"$200,000+",urban,4.0823435054630945e-06,1354.9042744045744
871,100871,35-44,With children,n,n,n,y,y,"$200,000+",suburb,1.2407390548266873e-06,411.79353147418954
872,100872,35-44,With children,n,n,n,y,y,"$200,000+",rural,3.438077507429466e-07,114.10764195410309
873,100873,35-44,With children,n,n,n,y,n,"$70,000 - $99,000",urban,0.00017931338730225885,59512.99164038213
874,100874,35-44,With children,n,n,n,y,n,"$70,000 - $99,000",suburb,7.739618997201016e-05,25687.311338541895
875,100875,35-44,With children,n,n,n,y,n,"$70,000 - $99,000",rural,4.577576025358457e-05,15192.688500784332
876,100876,35-44,With children,n,n,n,y,n,"$100,000 - $199,000",urban,0.00021949186144283096,72847.97589128227
877,100877,35-44,With children,n,n,n,y,n,"$100,000 - $199,000",suburb,9.481026794268865e-05,31466.93489195238
878,100878,35-44,With children,n,n,n,y,n,"$100,000 - $199,000",rural,4.492341369433243e-05,14909.800009196275
879,100879,35-44,With children,n,n,n,y,n,"$200,000+",urban,0.00010437010191590629,34639.783990901815
880,100880,35-44,With children,n,n,n,y,n,"$200,000+",suburb,3.172101059844958e-05,10528.005002704122
881,100881,35-44,With children,n,n,n,y,n,"$200,000+",rural,8.789865413456752e-06,2917.301350118135
882,100882,35-44,With children,n,n,n,n,y,"$70,000 - $99,000",urban,0.00010667453997721962,35404.61256919164
883,100883,35-44,With children,n,n,n,n,y,"$70,000 - $99,000",suburb,4.6043427573740756e-05,15281.525610085084
884,100884,35-44,With children,n,n,n,n,y,"$70,000 - $99,000",rural,2.723225655721643e-05,9038.215613575368
885,100885,35-44,With children,n,n,n,n,y,"$100,000 - $199,000",urban,0.0001305769396274333,43337.66950358774
886,100886,35-44,With children,n,n,n,n,y,"$100,000 - $199,000",suburb,5.6403160243997225e-05,18719.856083215353
887,100887,35-44,With children,n,n,n,n,y,"$100,000 - $199,000",rural,2.672519080781913e-05,8869.923663046666
888,100888,35-44,With children,n,n,n,n,y,"$200,000+",urban,6.209035910122801e-05,20607.4018105014
889,100889,35-44,With children,n,n,n,n,y,"$200,000+",suburb,1.887100714626615e-05,6263.169233696035
890,100890,35-44,With children,n,n,n,n,y,"$200,000+",rural,5.2291402418360344e-06,1735.5189379931671
891,100891,45-54,self,n,n,n,n,n,"$70,000 - $99,000",urban,0.0024601213203544843,816498.8781667945
892,100892,45-54,self,n,n,n,n,n,"$70,000 - $99,000",suburb,0.0010618505395996697,352421.5522180052
893,100893,45-54,self,n,n,n,n,n,"$70,000 - $99,000",rural,0.0006280285340070655,208438.74211846484
894,100894,45-54,self,n,n,n,n,n,"$100,000 - $199,000",urban,0.0030113569103995094,999450.5225241226
895,100895,45-54,self,n,n,n,n,n,"$100,000 - $199,000",suburb,0.0013007660223447878,431716.1065247653
896,100896,45-54,self,n,n,n,n,n,"$100,000 - $199,000",rural,0.0006163346165907803,204557.60407345323
897,100897,45-54,self,n,n,n,n,n,"$200,000+",urban,0.0014319238334284535,475246.5636313256
898,100898,45-54,self,n,n,n,n,n,"$200,000+",suburb,0.0004352019425347909,144440.80253914653
899,100899,45-54,self,n,n,n,n,n,"$200,000+",rural,0.00012059409301236839,40024.42515475328
900,100900,45-54,With other adults only,n,n,n,n,n,"$70,000 - $99,000",urban,0.0037072260239431106,1230405.1286479386
901,100901,45-54,With other adults only,n,n,n,n,n,"$70,000 - $99,000",suburb,0.0016001324493113648,531073.9510979715
902,100902,45-54,With other adults only,n,n,n,n,n,"$70,000 - $99,000",rural,0.0009463938651262746,314102.20414178417
903,100903,45-54,With other adults only,n,n,n,n,n,"$100,000 - $199,000",urban,0.004537898441531074,1506100.1081894117
904,100904,45-54,With other adults only,n,n,n,n,n,"$100,000 - $199,000",suburb,0.001960160911252424,650565.1456381796
905,100905,45-54,With other adults only,n,n,n,n,n,"$100,000 - $199,000",rural,0.000928771972007098,308253.6080404709
906,100906,45-54,With other adults only,n,n,n,n,n,"$200,000+",urban,0.0021578063064082685,716162.4160184577
907,100907,45-54,With other adults only,n,n,n,n,n,"$200,000+",suburb,0.00065581804998263,217661.90864733225
908,100908,45-54,With other adults only,n,n,n,n,n,"$200,000+",rural,0.00018172663122355642,60313.93220302007
909,100909,45-54,With children,y,y,y,y,y,"$70,000 - $99,000",urban,3.246592988130492e-10,0.10775239053213695
910,100910,45-54,With children,y,y,y,y,y,"$70,000 - $99,000",suburb,1.4013115888976256e-10,0.04650865511511334
911,100911,45-54,With children,y,y,y,y,y,"$70,000 - $99,000",rural,8.288018228952278e-11,0.02750741408635239
912,100912,45-54,With children,y,y,y,y,y,"$100,000 - $199,000",urban,3.9740520718110805e-10,0.13189630249383885
913,100913,45-54,With children,y,y,y,y,y,"$100,000 - $199,000",suburb,1.7166055236391631e-10,0.05697306359282879
914,100914,45-54,With children,y,y,y,y,y,"$100,000 - $199,000",rural,8.133694984918044e-11,0.02699522489232168
915,100915,45-54,With children,y,y,y,y,y,"$200,000+",urban,1.8896929345240117e-10,0.0627177264939214
916,100916,45-54,With children,y,y,y,y,y,"$200,000+",suburb,5.743308524518742e-11,0.019061681748929495
917,100917,45-54,With children,y,y,y,y,y,"$200,000+",rural,1.5914659717980762e-11,0.005281976014201279
918,100918,45-54,With children,y,y,y,y,n,"$70,000 - $99,000",urban,8.300311833073144e-09,2.7548215789464607
919,100919,45-54,With children,y,y,y,y,n,"$70,000 - $99,000",suburb,3.582624371355904e-09,1.1890506195375818
920,100920,45-54,With children,y,y,y,y,n,"$70,000 - $99,000",rural,2.118933171789795e-09,0.7032606657900434
921,100921,45-54,With children,y,y,y,y,n,"$100,000 - $199,000",urban,1.0160149904068151e-08,3.3720902014225693
922,100922,45-54,With children,y,y,y,y,n,"$100,000 - $199,000",suburb,4.388711856605592e-09,1.4565860138147328
923,100923,45-54,With children,y,y,y,y,n,"$100,000 - $199,000",rural,2.079478548027018e-09,0.6901659229518494
924,100924,45-54,With children,y,y,y,y,n,"$200,000+",urban,4.831230980492074e-09,1.6034553430755363
925,100925,45-54,With children,y,y,y,y,n,"$200,000+",suburb,1.468347029681218e-09,0.4873351946405256
926,100926,45-54,With children,y,y,y,y,n,"$200,000+",rural,4.0687772954427013e-10,0.13504017341554495
927,100927,45-54,With children,y,y,y,n,y,"$70,000 - $99,000",urban,4.9379020706804545e-09,1.6388588106813908
928,100928,45-54,With children,y,y,y,n,y,"$70,000 - $99,000",suburb,2.1313233355039764e-09,0.7073728836263062
929,100929,45-54,With children,y,y,y,n,y,"$70,000 - $99,000",rural,1.2605652302029756e-09,0.4183737150688527
930,100930,45-54,With children,y,y,y,n,y,"$100,000 - $199,000",urban,6.044330172008351e-09,2.0060753768043456
931,100931,45-54,With children,y,y,y,n,y,"$100,000 - $199,000",suburb,2.6108693022836747e-09,0.8665311904404659
932,100932,45-54,With children,y,y,y,n,y,"$100,000 - $199,000",rural,1.2370934532030021e-09,0.4105835790985266
933,100933,45-54,With children,y,y,y,n,y,"$200,000+",urban,2.874126411426011e-09,0.9539045782915897
934,100934,45-54,With children,y,y,y,n,y,"$200,000+",suburb,8.735278847536868e-10,0.2899184410328295
935,100935,45-54,With children,y,y,y,n,y,"$200,000+",rural,2.420538437152363e-10,0.08033615668229448
936,100936,45-54,With children,y,y,y,n,n,"$70,000 - $99,000",urban,1.2624350245833148e-07,41.89942881281234
937,100937,45-54,With children,y,y,y,n,n,"$70,000 - $99,000",suburb,5.448988637154516e-08,18.084852452476586
938,100938,45-54,With children,y,y,y,n,n,"$70,000 - $99,000",rural,3.222789100717969e-08,10.696235439824688
939,100939,45-54,With children,y,y,y,n,n,"$100,000 - $199,000",urban,1.545306893507818e-07,51.287769206062585
940,100940,45-54,With children,y,y,y,n,n,"$100,000 - $199,000",suburb,6.675006520244962e-08,22.153929119035187
941,100941,45-54,With children,y,y,y,n,n,"$100,000 - $199,000",rural,3.162780633660839e-08,10.49707109119169
942,100942,45-54,With children,y,y,y,n,n,"$200,000+",urban,7.348055499942609e-08,24.387736583438
943,100943,45-54,With children,y,y,y,n,n,"$200,000+",suburb,2.2332808161812473e-08,7.412119337190508
944,100944,45-54,With children,y,y,y,n,n,"$200,000+",rural,6.18840239776203e-09,2.05389204736022
945,100945,45-54,With children,y,y,n,y,y,"$70,000 - $99,000",urban,7.217658209040779e-09,2.3954956131285368
946,100946,45-54,With children,y,y,n,y,y,"$70,000 - $99,000",suburb,3.1153237039592838e-09,1.033956450994318
947,100947,45-54,With children,y,y,n,y,y,"$70,000 - $99,000",rural,1.8425494980608468e-09,0.6115306532592847
948,100948,45-54,With children,y,y,n,y,y,"$100,000 - $199,000",urban,8.83490775225868e-09,2.9322506206266654
949,100949,45-54,With children,y,y,n,y,y,"$100,000 - $199,000",suburb,3.81626893012958e-09,1.2665957871478497
950,100950,45-54,With children,y,y,n,y,y,"$100,000 - $199,000",rural,1.8082411497947805e-09,0.6001439270684957
951,100951,45-54,With children,y,y,n,y,y,"$200,000+",urban,4.201067941469165e-09,1.3943081720936419
952,100952,45-54,With children,y,y,n,y,y,"$200,000+",suburb,1.276822751438174e-09,0.4237694846760197
953,100953,45-54,With children,y,y,n,y,y,"$200,000+",rural,3.5380651278902333e-10,0.11742616853493935
954,100954,45-54,With children,y,y,n,y,n,"$70,000 - $99,000",urban,1.8452825487705004e-07,61.243773569458654
955,100955,45-54,With children,y,y,n,y,n,"$70,000 - $99,000",suburb,7.964705861918522e-08,26.434360563355913
956,100956,45-54,With children,y,y,n,y,n,"$70,000 - $99,000",rural,4.710703022427251e-08,15.634528676961994
957,100957,45-54,With children,y,y,n,y,n,"$100,000 - $199,000",urban,2.2587521635229653e-07,74.96657145784893
958,100958,45-54,With children,y,y,n,y,n,"$100,000 - $199,000",suburb,9.75675801517217e-08,32.38206956714258
959,100959,45-54,With children,y,y,n,y,n,"$100,000 - $199,000",rural,4.62298953628127e-08,15.34341310292204
960,100960,45-54,With children,y,y,n,y,n,"$200,000+",urban,1.0740543724946649e-07,35.64719280208793
961,100961,45-54,With children,y,y,n,y,n,"$200,000+",suburb,3.264353441052068e-08,10.834184885544076
962,100962,45-54,With children,y,y,n,y,n,"$200,000+",rural,9.045495987509472e-09,3.0021435386769917
963,100963,45-54,With children,y,y,n,n,y,"$70,000 - $99,000",urban,1.0977689395063073e-07,36.43426444774268
964,100964,45-54,With children,y,y,n,n,y,"$70,000 - $99,000",suburb,4.7382481958351795e-08,15.725949384552312
965,100965,45-54,With children,y,y,n,n,y,"$70,000 - $99,000",rural,2.8024236530631574e-08,9.301068812917121
966,100966,45-54,With children,y,y,n,n,y,"$100,000 - $199,000",urban,1.3437443327095442e-07,44.598033890549665
967,100967,45-54,With children,y,y,n,n,y,"$100,000 - $199,000",suburb,5.804350074448849e-08,19.264274834998574
968,100968,45-54,With children,y,y,n,n,y,"$100,000 - $199,000",rural,2.7502424081199202e-08,9.127882524887386
969,100969,45-54,With children,y,y,n,n,y,"$200,000+",urban,6.389609711809082e-08,21.20671496340687
970,100970,45-54,With children,y,y,n,n,y,"$200,000+",suburb,1.9419821737029702e-08,6.445317363535193
971,100971,45-54,With children,y,y,n,n,y,"$200,000+",rural,5.38121630431775e-09,1.7859920318950777
972,100972,45-54,With children,y,y,n,n,n,"$70,000 - $99,000",urban,2.8065804835644903e-06,931.4865073341297
973,100973,45-54,With children,y,y,n,n,n,"$70,000 - $99,000",suburb,1.2113910709385e-06,402.0531191933394
974,100974,45-54,With children,y,y,n,n,n,"$70,000 - $99,000",rural,7.164738633344591e-07,237.79319369669182
975,100975,45-54,With children,y,y,n,n,n,"$100,000 - $199,000",urban,3.4354466439714084e-06,1140.2032524153524
976,100976,45-54,With children,y,y,n,n,n,"$100,000 - $199,000",suburb,1.4839530480840899e-06,492.5147345327937
977,100977,45-54,With children,y,y,n,n,n,"$100,000 - $199,000",rural,7.031330902085907e-07,233.365474542752
978,100978,45-54,With children,y,y,n,n,n,"$200,000+",urban,1.6335818285059487e-06,542.1755908267871
979,100979,45-54,With children,y,y,n,n,n,"$200,000+",suburb,4.964914812215442e-07,164.78241706321546
980,100980,45-54,With children,y,y,n,n,n,"$200,000+",rural,1.3757737274229424e-07,45.66106946670096
981,100981,45-54,With children,y,n,y,y,y,"$70,000 - $99,000",urban,8.248752238903749e-09,2.7377092721469
982,100982,45-54,With children,y,n,y,y,y,"$70,000 - $99,000",suburb,3.560369947382039e-09,1.1816645154220777
983,100983,45-54,With children,y,n,y,y,y,"$70,000 - $99,000",rural,2.105770854926682e-09,0.6988921751534682
984,100984,45-54,With children,y,n,y,y,y,"$100,000 - $199,000",urban,1.0097037431152778e-08,3.351143566430475
985,100985,45-54,With children,y,n,y,y,y,"$100,000 - $199,000",suburb,4.361450205862378e-09,1.4475380424546855
986,100986,45-54,With children,y,n,y,y,y,"$100,000 - $199,000",rural,2.066561314051178e-09,0.6858787737925666
987,100987,45-54,With children,y,n,y,y,y,"$200,000+",urban,4.801220504536189e-09,1.5934950538213053
988,100988,45-54,With children,y,n,y,y,y,"$200,000+",suburb,1.4592260016436278e-09,0.4843079824868798
989,100989,45-54,With children,y,n,y,y,y,"$200,000+",rural,4.0435030033031245e-10,0.13420133546850213
990,100990,45-54,With children,y,n,y,y,n,"$70,000 - $99,000",urban,2.1088943414520007e-07,69.99288407938133
991,100991,45-54,With children,y,n,y,y,n,"$70,000 - $99,000",suburb,9.10252098504974e-08,30.210697786692474
992,100992,45-54,With children,y,n,y,y,n,"$70,000 - $99,000",rural,5.383660597059716e-08,17.86803277367085
993,100993,45-54,With children,y,n,y,y,n,"$100,000 - $199,000",urban,2.581431044026246e-07,85.67608166611306
994,100994,45-54,With children,y,n,y,y,n,"$100,000 - $199,000",suburb,1.1150580588768195e-07,37.008079505305815
995,100995,45-54,With children,y,n,y,y,n,"$100,000 - $199,000",rural,5.2834166128928806e-08,17.535329260482335
996,100996,45-54,With children,y,n,y,y,n,"$200,000+",urban,1.2274907114224743e-07,40.739648916671925
997,100997,45-54,With children,y,n,y,y,n,"$200,000+",suburb,3.730689646916649e-08,12.381925583478944
998,100998,45-54,With children,y,n,y,y,n,"$200,000+",rural,1.0337709700010826e-08,3.4310211870594194
